,customer_id,age,gender,CityOfBirth,dateOfCustomer,depositAverage,ConsumerLoan,CarLoan,Mortgage,CreditCard,AddCreditCard,Overdraft,HGS,DepositAccount,CurrencyDepositAccount,BES,HouseInsurance,CarInsurance,LifeInsurance,HealthInsurance,ComplementaryHealthInsurance
5864,5865,24,F,Erzincan,1997-04-24,3100220,222427,508958,7473689,N,N,N,Y,N,Y,Y,N,N,N,N,Y
5865,5866,63,M,Yozgat,2011-01-04,3387672,448800,899163,5691346,N,N,N,N,Y,Y,Y,N,Y,N,N,N
5866,5867,41,M,Elazığ,2017-09-24,9821930,744642,920499,7876652,N,Y,N,Y,Y,Y,N,N,N,N,N,Y
5867,5868,58,F,Balıkesir,1986-04-19,3234134,183160,743037,1335852,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N
5868,5869,45,F,Van,1996-09-21,5784217,659733,851170,4079070,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N
5869,5870,27,M,Yozgat,1990-11-04,6243095,306224,976679,412364,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y
5870,5871,33,F,Kırklareli,2004-08-27,6735956,418857,712769,2618772,N,Y,Y,N,N,N,N,N,N,N,Y,N
5871,5872,71,M,Mardin,1982-04-17,1942516,691252,950098,6274871,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y
5872,5873,40,M,Van,2020-09-20,2335988,740969,110603,7759286,Y,N,Y,Y,N,Y,N,N,N,N,N,N
5873,5874,23,M,Karaman,1986-07-09,125408,547972,705932,1367314,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y
5874,5875,67,M,Elazığ,2002-07-31,4939799,249187,78044,4008131,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y
5875,5876,44,F,Tokat,1998-10-06,9665534,149176,473585,332434,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y
5876,5877,47,F,Ardahan,1998-11-26,472944,212849,231424,5000286,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y
5877,5878,22,M,Bingöl,2006-01-04,4322724,162732,583653,7855272,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N
5878,5879,43,M,Uşak,1982-04-03,3796705,424179,811812,8724693,N,N,N,N,Y,Y,N,Y,Y,N,N,N
5879,5880,23,M,Bitlis,2004-07-01,984677,566059,464515,8768932,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,Y
5880,5881,37,F,Adana,2016-07-28,8592748,214483,436698,1123872,N,N,N,Y,Y,N,Y,Y,N,N,Y,N
5881,5882,63,F,Burdur,1991-10-02,3862987,922649,20701,5615945,Y,N,N,N,N,N,N,Y,N,Y,N,N
5882,5883,18,M,Artvin,1985-08-20,2374854,496500,97604,854572,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y
5883,5884,21,F,Batman,1984-07-10,4996783,989759,389868,6498253,N,N,N,N,N,Y,Y,Y,N,N,N,N
5884,5885,79,F,Denizli,1984-04-03,1765857,107475,617510,7185983,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y
5885,5886,39,F,Erzincan,1985-04-26,33949,406924,539626,4940979,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y
5886,5887,77,F,Kayseri,2009-03-10,4080130,155673,868653,2463463,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N
5887,5888,37,M,Nevşehir,2009-11-28,5012496,992821,876614,4218067,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N
5888,5889,80,F,Isparta,2005-11-29,6496984,9906,85214,1711962,Y,N,N,N,N,Y,Y,Y,Y,N,N,N
5889,5890,57,M,İçel (Mersin),2013-11-01,8680585,479113,228412,2973538,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N
5890,5891,64,F,Tunceli,1980-12-27,2594369,405613,286944,8003100,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N
5891,5892,67,F,Edirne,1989-02-03,4750087,746587,388906,6110652,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y
5892,5893,37,F,Bilecik,2019-10-21,7827834,971740,990945,2904123,N,N,N,Y,N,Y,N,N,Y,Y,Y,N
5893,5894,56,M,Niğde,2014-06-29,2153834,537051,818242,9201778,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y
5894,5895,79,F,Mardin,2012-01-14,164467,839193,141321,9896494,Y,Y,N,N,N,Y,N,N,N,N,N,Y
5895,5896,23,F,Kilis,1998-02-11,3363588,159513,325106,534456,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N
5896,5897,64,M,Zonguldak,2002-04-10,2008665,41453,735371,668455,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y
5897,5898,31,F,Hatay,2009-06-11,5777512,477718,355713,4609324,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N
5898,5899,63,M,Eskişehir,1982-12-24,1337469,264316,943158,3373873,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y
5899,5900,70,F,Sakarya,1999-06-30,104277,213776,922196,1393718,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y
5900,5901,19,F,Erzincan,1986-02-01,2911705,248367,759070,4544932,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y
5901,5902,48,F,İçel (Mersin),1990-02-06,6276281,656401,289172,2971161,N,N,N,Y,Y,N,Y,N,N,N,N,Y
5902,5903,54,M,Kastamonu,2001-06-12,686077,112031,23128,933599,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N
5903,5904,34,M,Konya,2022-08-12,9598427,167908,912653,6302373,N,Y,N,N,N,Y,Y,Y,N,Y,N,N
5904,5905,66,M,Batman,1999-09-19,1973882,797261,458323,1186659,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N
5905,5906,30,F,Çorum,1998-01-06,567237,96983,377042,7449276,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y
5906,5907,48,F,Uşak,1990-09-24,5132301,103851,142129,3275689,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y
5907,5908,24,F,Malatya,2018-08-04,5622727,438088,319950,9149606,N,N,N,N,N,N,N,Y,Y,Y,Y,N
5908,5909,21,F,Yozgat,2005-02-06,3703652,405150,453919,5067920,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
5909,5910,70,M,Ankara,1982-06-24,704910,80443,13106,2864223,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N
5910,5911,66,F,Giresun,1990-05-20,989747,656941,482054,2058091,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N
5911,5912,29,M,Tekirdağ,1990-07-22,2796439,722070,181014,3929944,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y
5912,5913,72,M,Yozgat,2013-07-13,5058065,566344,442386,8591296,Y,N,N,N,Y,N,N,Y,N,Y,Y,Y
5913,5914,75,M,Batman,1989-10-21,4291347,746046,76875,4148607,N,Y,Y,Y,N,N,N,N,Y,N,N,N
5914,5915,21,F,Şırnak,2007-06-28,1279796,306907,771784,8613476,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y
5915,5916,41,M,Diyarbakır,1992-03-23,2939236,978747,255932,2157945,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y
5916,5917,24,F,Çanakkale,1980-06-27,8858129,309408,79654,8985765,N,N,Y,Y,Y,N,Y,N,Y,N,N,N
5917,5918,28,F,İstanbul,2004-07-01,4930349,49168,922499,8665606,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y
5918,5919,62,F,Sakarya,1995-10-15,4029538,32051,729879,46303,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y
5919,5920,74,F,Bilecik,2017-02-26,8230609,449196,297728,5996123,Y,N,N,N,Y,N,N,N,N,N,N,N
5920,5921,25,F,Edirne,1985-07-01,2731812,291377,271578,9902465,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N
5921,5922,44,F,Kütahya,2000-09-28,6055825,706788,919583,4786350,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y
5922,5923,73,M,Çanakkale,2020-02-21,1021345,408323,627546,788636,N,Y,Y,Y,N,Y,N,N,N,N,N,Y
5923,5924,63,F,Erzurum,1984-07-21,5896697,578410,400507,2195388,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N
5924,5925,64,F,Nevşehir,2004-03-25,2947570,630980,148473,4204926,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y
5925,5926,31,M,Erzurum,2016-06-10,2871098,277152,698254,5086170,Y,N,N,N,N,Y,N,Y,Y,N,N,Y
5926,5927,64,M,İçel (Mersin),1995-01-16,8695869,758044,426837,84541,N,N,N,N,N,Y,N,Y,N,Y,Y,Y
5927,5928,56,M,Ardahan,1994-02-04,8658891,654116,859650,6073177,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N
5928,5929,63,F,Abroad,2018-09-26,6128949,810065,469899,7151074,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y
5929,5930,49,F,Çankırı,2005-02-18,5458811,508894,501007,9300109,Y,N,N,N,N,Y,N,N,Y,N,Y,N
5930,5931,34,M,Muş,1989-10-04,5463339,771046,679940,5644219,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y
5931,5932,75,F,Ardahan,1982-11-08,4011241,854308,767958,7024324,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y
5932,5933,65,F,Tokat,1985-07-18,6415735,728964,143908,6963307,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y
5933,5934,34,M,Çorum,1988-06-13,4992634,559819,41415,1139498,N,N,Y,Y,N,N,N,N,Y,Y,N,N
5934,5935,57,F,Artvin,2010-12-06,3923607,238162,135836,9374298,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y
5935,5936,75,F,Rize,1994-09-21,4297966,374551,225136,5202663,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N
5936,5937,36,F,Muğla,2003-06-14,3474993,77991,984797,2228545,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N
5937,5938,55,M,Abroad,2016-12-08,4139436,318880,196593,1528706,Y,Y,N,Y,N,N,Y,N,N,Y,N,N
5938,5939,57,M,Bitlis,1981-11-26,2580225,191408,642377,8923415,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N
5939,5940,35,M,İzmir,2020-03-24,3013068,301041,668497,9867269,Y,N,N,Y,N,Y,N,N,N,Y,N,Y
5940,5941,29,M,Hatay,1997-09-16,2493289,658577,68240,1410005,N,N,N,Y,N,N,N,N,Y,N,N,Y
5941,5942,63,M,Karaman,2000-01-19,6417322,205733,995464,7357730,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N
5942,5943,32,F,Çankırı,1988-08-24,5209656,862481,310488,7018290,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
5943,5944,24,M,Kayseri,2002-08-17,5774149,915014,933257,874885,Y,N,Y,N,N,N,N,Y,N,N,Y,Y
5944,5945,42,M,Çanakkale,2007-08-08,2363838,541718,504920,1532824,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y
5945,5946,67,M,Bilecik,1997-10-21,9910866,70408,226082,8591445,N,Y,Y,Y,N,N,N,N,N,Y,N,N
5946,5947,18,F,Abroad,1980-08-05,9250707,842720,414616,2932333,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N
5947,5948,49,F,Konya,2014-06-21,5092553,61026,907543,5964928,Y,Y,N,Y,N,N,N,N,Y,N,Y,N
5948,5949,59,M,Kars,2016-05-26,3204217,108423,556797,168677,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N
5949,5950,60,F,Isparta,1990-05-04,7177725,47986,504458,3456564,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y
5950,5951,31,M,Şanlıurfa,2005-04-30,754457,515675,568276,3183386,Y,Y,N,N,N,Y,Y,N,N,N,Y,Y
5951,5952,36,M,Aksaray,2016-12-24,8551323,986582,583174,9704186,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y
5952,5953,18,F,Malatya,1991-05-03,1577090,758374,474795,5344579,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y
5953,5954,40,M,Afyon,2000-04-17,887655,817734,120985,2627918,Y,N,N,N,N,Y,N,N,Y,Y,N,Y
5954,5955,42,F,Balıkesir,2021-07-15,1284220,531573,469655,8609100,N,N,N,Y,Y,N,Y,N,N,Y,Y,N
5955,5956,23,F,Kocaeli,2018-11-18,9593948,554795,486946,8786169,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N
5956,5957,60,F,Kütahya,1988-08-21,7876641,433002,58216,7925722,N,N,N,N,Y,Y,Y,Y,N,N,Y,N
5957,5958,79,F,Karabük,1999-02-14,5285036,550748,541044,7873942,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N
5958,5959,58,F,Zonguldak,1999-04-06,7679345,404909,14041,1909543,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N
5959,5960,72,F,Uşak,2011-01-09,8557812,933816,586108,3524331,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N
5960,5961,79,M,Kırşehir,2015-05-08,3724574,866560,532978,2829607,N,N,Y,N,N,Y,N,N,Y,Y,N,N
5961,5962,70,M,Edirne,1994-06-29,293999,321435,373407,7748637,N,N,N,Y,N,Y,N,Y,N,Y,N,N
5962,5963,22,F,Bayburt,2019-05-27,5873407,956625,659538,4563523,Y,N,N,N,N,N,Y,N,Y,Y,N,N
5963,5964,34,F,İstanbul,2012-05-07,3870456,943960,612756,422541,Y,N,N,Y,N,N,Y,N,Y,N,Y,N
5964,5965,22,M,Kastamonu,2014-08-17,544458,230169,951155,3176220,N,N,Y,N,Y,N,N,N,N,Y,N,N
5965,5966,74,M,Ağrı,2019-03-17,2436743,348427,590450,9136899,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N
5966,5967,63,M,Karaman,1996-06-10,2292106,483764,900227,8306275,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y
5967,5968,25,M,Hakkari,2000-11-19,9781076,510339,279968,3797567,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
5968,5969,48,F,Batman,2018-12-22,485759,182549,765553,6740921,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N
5969,5970,31,F,Tokat,1985-06-30,4469741,572910,818736,7257766,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y
5970,5971,38,M,Isparta,2015-03-21,393228,658477,557201,2735614,N,Y,N,N,Y,N,Y,N,Y,Y,N,N
5971,5972,48,F,Bolu,1990-07-11,9414340,661068,764638,4236425,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y
5972,5973,36,F,Sinop,2016-10-30,3440290,987805,167658,467476,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N
5973,5974,46,M,Kırklareli,2005-07-10,2293363,716607,335675,795579,N,Y,N,Y,N,Y,N,N,N,Y,N,N
5974,5975,78,F,İçel (Mersin),1995-05-07,3431667,474448,201351,1511089,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N
5975,5976,37,F,İzmir,2001-11-14,5176645,736259,481141,521136,Y,Y,N,N,N,Y,Y,N,Y,N,Y,Y
5976,5977,59,M,Elazığ,2014-10-11,8141519,67154,25092,8023418,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N
5977,5978,73,M,Kilis,2011-12-05,2182237,4653,561871,5464255,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y
5978,5979,69,F,Antalya,1999-07-29,8257472,522128,323121,8421552,N,N,N,Y,Y,N,Y,N,N,Y,N,N
5979,5980,73,F,Yozgat,1986-07-04,7487177,465651,954671,6811961,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y
5980,5981,62,F,Şırnak,2012-01-23,4325976,545167,972059,5623140,N,N,N,Y,N,N,N,Y,N,N,N,N
5981,5982,52,M,Kars,1989-04-02,6031457,961588,182977,256534,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y
5982,5983,39,F,Rize,2021-04-25,1572185,841342,360395,3423805,N,N,N,N,N,Y,Y,Y,N,Y,Y,N
5983,5984,27,M,Çanakkale,1993-11-20,4002622,317533,581774,1178785,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N
5984,5985,18,F,Tekirdağ,2019-10-19,808846,700304,57794,314079,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N
5985,5986,28,M,Bursa,1987-08-05,1581634,909227,369163,3124494,Y,N,N,N,N,Y,N,N,Y,N,N,Y
5986,5987,32,M,Gümüşhane,1986-04-22,9266598,980073,896364,2353146,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y
5987,5988,33,F,İzmir,1980-07-27,6362641,206697,268904,1907951,N,N,N,N,N,Y,N,N,N,Y,Y,N
5988,5989,46,F,Bingöl,2019-11-20,2622715,327345,469789,6703081,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y
5989,5990,45,F,Tokat,1986-06-08,2805921,143313,628378,2941909,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y
5990,5991,22,M,Iğdır,2015-01-02,1843718,205942,744493,3308012,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N
5991,5992,18,F,İçel (Mersin),2010-10-21,6282105,927731,393054,7130014,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y
5992,5993,41,F,Bursa,1994-08-19,1097863,909610,915013,4369162,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N
5993,5994,55,M,Sinop,1988-01-14,5703951,927850,678369,5044873,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N
5994,5995,59,F,Rize,2000-01-04,9513368,793144,582826,1994574,Y,N,N,N,Y,Y,N,Y,N,Y,N,N
5995,5996,42,F,Kütahya,2008-11-24,5238974,529365,417053,6927474,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N
5996,5997,23,M,Ardahan,2010-09-12,575215,549815,216811,7962942,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y
5997,5998,40,M,Edirne,2004-08-16,6433204,108343,829925,1027045,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N
5998,5999,71,F,Artvin,2017-03-27,3113748,520997,491922,8521291,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y
5999,6000,29,M,Bursa,2004-09-10,6307248,114206,148604,5421995,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
6000,6001,47,M,Bartın,2019-03-02,9056776,329124,566692,9012144,N,N,Y,N,N,N,N,Y,N,N,N,Y
6001,6002,23,F,Samsun,1993-08-14,8549220,722650,304750,6495268,N,Y,N,N,Y,N,N,N,N,N,Y,Y
6002,6003,72,F,Balıkesir,2011-07-18,9526879,275137,6711,5593340,N,N,N,N,N,N,Y,N,Y,N,Y,Y
6003,6004,79,M,Kahramanmaraş,2006-04-17,4584996,866242,412152,8210205,N,N,Y,N,N,Y,N,N,Y,N,N,N
6004,6005,72,F,Erzincan,1986-05-23,6331147,275970,212549,5979689,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N
6005,6006,43,M,Malatya,2009-10-10,1602487,264668,744773,8264907,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y
6006,6007,50,M,Kahramanmaraş,2006-02-08,407216,445247,441158,9137275,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,N
6007,6008,72,F,Bartın,2014-10-10,689434,131116,300032,6060224,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y
6008,6009,41,F,Antalya,1993-12-18,9391412,639054,84298,5387907,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y
6009,6010,20,M,Sakarya,2006-11-28,1291957,767031,574751,6183073,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y
6010,6011,36,M,Aydın,2007-01-17,8092287,501232,739165,3580224,N,N,N,N,Y,Y,N,Y,N,Y,N,Y
6011,6012,18,F,Ankara,1990-11-29,7435820,671959,283700,4917672,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N
6012,6013,27,F,Tekirdağ,2018-10-03,6490707,142234,27811,972936,Y,Y,Y,N,N,Y,Y,N,N,N,N,N
6013,6014,54,M,Zonguldak,2001-03-29,2452503,485673,968839,6131882,N,Y,Y,N,N,N,Y,N,N,N,N,Y
6014,6015,57,M,Balıkesir,1987-06-29,4300910,850727,895401,4905457,N,N,N,Y,Y,N,N,N,N,Y,Y,Y
6015,6016,36,M,Sakarya,1992-02-12,4688360,759094,545870,8325919,N,N,N,N,N,Y,N,Y,N,N,Y,N
6016,6017,80,M,Edirne,1991-02-26,7486078,395542,705176,5721177,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N
6017,6018,29,M,Siirt,1997-02-21,4453157,650377,479136,8745873,Y,N,Y,N,N,N,N,N,Y,N,Y,Y
6018,6019,50,M,İçel (Mersin),2018-10-26,2254368,909157,360529,8902442,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y
6019,6020,79,F,Mardin,1987-02-28,579494,423065,23934,6529511,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y
6020,6021,73,F,Antalya,2005-08-12,3662180,891247,797032,1780900,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y
6021,6022,45,F,Tekirdağ,1993-11-28,5495992,503127,897223,5510806,N,N,N,Y,Y,N,Y,N,Y,N,N,Y
6022,6023,47,F,Kocaeli,2002-01-16,7670027,213250,752440,5915353,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N
6023,6024,36,M,Kastamonu,2014-03-11,4174466,636563,482833,2646986,N,N,N,Y,Y,N,Y,N,Y,N,N,N
6024,6025,76,M,Kastamonu,1996-02-29,4155017,471952,985497,704953,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N
6025,6026,68,M,Sivas,2015-07-21,7769200,574932,681181,1390963,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N
6026,6027,43,M,Kilis,2006-12-20,9813297,50684,345202,1002539,N,Y,N,N,N,Y,N,N,N,Y,Y,N
6027,6028,58,M,Çorum,2004-11-10,5568000,475652,167405,1061477,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y
6028,6029,59,M,Ordu,2011-01-03,795510,999484,718058,1658105,N,N,Y,N,Y,N,Y,N,N,N,N,Y
6029,6030,62,F,Kütahya,1992-07-15,7339701,546595,136134,4715348,N,Y,N,N,N,N,N,N,Y,N,N,Y
6030,6031,56,F,Konya,2020-05-03,8903401,361237,727013,4149802,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N
6031,6032,63,M,Aksaray,2008-11-24,4444145,680800,60919,2912146,N,N,N,Y,N,N,Y,N,N,N,Y,Y
6032,6033,34,F,Bursa,2001-06-23,1211410,581577,193322,4923861,Y,Y,N,N,N,Y,Y,Y,N,N,N,N
6033,6034,52,M,Rize,2015-10-14,2934297,406779,244634,3699657,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N
6034,6035,18,M,Bilecik,2013-12-24,8276981,128122,887428,4743366,N,Y,Y,N,N,Y,Y,N,N,N,N,N
6035,6036,26,M,Hatay,1984-11-05,9493959,603576,197896,6906047,N,N,N,N,Y,Y,N,Y,N,Y,N,Y
6036,6037,25,M,Siirt,2001-09-22,1737789,39231,744247,5178330,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y
6037,6038,26,M,Muğla,2016-06-23,2870048,820232,51801,7615421,Y,N,Y,N,N,N,N,N,N,N,Y,Y
6038,6039,69,M,Sinop,2013-11-13,1509408,935755,179850,5695165,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y
6039,6040,50,F,Diyarbakır,2022-08-30,6405756,496414,480297,1992697,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
6040,6041,29,M,Zonguldak,2020-10-14,6891331,985172,790032,7904000,Y,N,Y,N,N,N,Y,N,N,N,Y,N
6041,6042,52,M,Bitlis,2017-10-01,1104406,871505,812849,368353,N,Y,N,N,N,Y,Y,N,N,N,Y,N
6042,6043,28,F,Ardahan,1996-01-29,3932313,808144,138985,4064528,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y
6043,6044,79,M,Batman,2006-12-18,4909752,88620,177393,8603633,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N
6044,6045,36,F,İstanbul,2021-11-07,6366419,876179,253913,7087051,Y,N,N,N,Y,N,N,N,N,Y,Y,Y
6045,6046,37,M,Denizli,1994-07-20,2952904,64735,908639,4479864,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N
6046,6047,56,M,Karaman,2004-01-02,8958715,673846,833520,5149147,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y
6047,6048,57,M,Çorum,2004-05-01,660417,926743,680005,8059770,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N
6048,6049,32,F,Hatay,2017-10-08,5861489,739057,668858,1437507,Y,N,N,N,N,Y,N,N,Y,Y,Y,N
6049,6050,53,M,Karabük,2016-12-12,2196782,195367,416288,9322040,Y,N,N,Y,N,N,Y,N,N,N,Y,Y
6050,6051,37,M,Hakkari,1988-05-27,5306554,543851,918022,6614755,N,N,N,N,Y,Y,N,Y,Y,N,N,N
6051,6052,73,F,Muğla,1997-04-15,7031395,294160,120091,3862806,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y
6052,6053,59,F,Kocaeli,2020-06-17,5866217,644612,424894,8243061,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N
6053,6054,55,F,Yozgat,2011-11-10,4484174,362103,718726,6136493,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N
6054,6055,73,F,Bartın,2007-04-21,2791068,916349,821020,721227,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y
6055,6056,28,F,Elazığ,2003-07-27,5412416,560717,349042,3738537,N,N,N,Y,Y,N,Y,N,N,N,Y,N
6056,6057,42,F,Kırklareli,2022-09-25,1808212,101890,570213,1267268,N,N,N,Y,N,Y,N,N,Y,N,Y,N
6057,6058,76,M,Karabük,1989-03-31,5339107,397422,462588,7268655,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N
6058,6059,50,F,Çankırı,1989-08-04,9153804,548331,560365,8263870,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N
6059,6060,71,F,Karabük,1993-12-18,7329985,957533,290228,4240245,N,Y,N,Y,N,Y,N,N,N,Y,N,N
6060,6061,79,M,İçel (Mersin),1984-09-18,5868991,225968,448674,5909226,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y
6061,6062,75,F,Iğdır,1999-01-04,8060091,619468,145453,9941754,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
6062,6063,42,M,İstanbul,1987-05-27,5814192,38062,171293,4885514,N,Y,Y,Y,N,Y,N,Y,N,N,N,N
6063,6064,37,M,Çorum,2019-09-22,1513330,425330,368385,3301784,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y
6064,6065,31,M,Kırşehir,2009-06-14,3339029,242603,585030,9694292,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y
6065,6066,39,F,Elazığ,2008-08-22,6819019,90884,164055,379843,N,Y,Y,Y,Y,N,N,Y,N,N,N,N
6066,6067,44,M,Niğde,2019-06-29,3629396,948017,143065,2933325,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y
6067,6068,27,F,Batman,2008-05-17,2562937,718236,522637,9360383,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y
6068,6069,41,F,Siirt,2004-05-12,1594317,468344,256257,5857738,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y
6069,6070,31,F,Karabük,1980-12-12,2654873,526020,1608,5263131,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N
6070,6071,73,M,Sakarya,2006-12-01,5145316,22933,407732,4290351,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y
6071,6072,72,M,Gümüşhane,2007-12-16,2089715,945770,595514,406012,N,Y,N,N,Y,N,Y,N,Y,Y,N,Y
